0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
0.5783132530120483,0.9102564102564101,0.8837209302325579,0.7297297297297298,0.6930693069306937,0.7798408488063661,0.5260115606936416,0.7669902912621359,0.7777777777777777,0.875,0.3092105263157895,0.0,0.3636363636363637,0.4166666666666666,0.4279886306637686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.09638554216867468,0.3888888888888888,0.554263565891473,0.29729729729729737,0.9306930693069306,0.35455349248452706,0.17919075144508667,0.13592233009708687,0.4912280701754384,0.125,0.09210526315789476,0.2653061224489797,0.33333333333333337,0.3888888888888888,0.09185754890486544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.1492372444859285,0.38970581690443046,0.4876311583114858,0.36994342689380433,0.3072461405208521,0.2880362631331615,0.21387283236994206,0.27184466019417464,0.4912280701754384,0.125,0.14473684210526316,0.2653061224489797,0.3631536334453618,0.4444444444444444,0.13797412190482108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0159300963030633,-0.01593009630306321,0.0,0.0,0.0,1.0,0.0,0.0,1.0159300963030633,-0.01593009630306321,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.14975302771070634,0.38964879391720897,0.48768287683477973,0.36990335668656754,0.3273195306159298,0.26158090317038135,0.21387283236994206,0.27184466019417464,0.4912280701754384,0.125,0.14473684210526316,0.2653061224489797,0.4246914590318862,0.529012623448798,0.05920092540315957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0148181480522436,-0.014818148052243485,0.0,0.0,0.0,1.0,0.0,0.0,1.0148181480522436,-0.014818148052243485,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.22289156626506013,0.4444444444444442,0.5988372093023258,0.4594594594594597,0.45544554455445496,0.4518125552608312,0.2716763005780347,0.6893203883495147,0.26315789473684204,0.04375000000000001,0.4144736842105263,0.2653061224489797,0.2424242424242425,0.3055555555555555,0.2042467814746698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.1566265060240964,0.3888888888888888,0.4883720930232562,0.3693693693693696,0.3069306930693063,0.3479221927497791,0.2832369942196532,0.349514563106796,0.6783625730994152,0.96875,0.05263157894736842,0.1428571428571428,0.6666666666666667,0.8055555555555556,0.0881792342417656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.5783132530120483,0.9145299145299144,0.8837209302325579,0.7207207207207196,0.6237623762376234,0.7259062776304155,0.4219653179190751,0.6796116504854366,0.5964912280701753,0.0,0.6184210526315789,0.5918367346938773,0.06060606060606055,0.16666666666666666,0.43467647550576827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.09638554216867468,0.3376068376068377,0.34302325581395365,0.29729729729729737,0.22772277227722704,0.1861184792219276,0.16763005780346818,0.11650485436893156,0.5380116959064325,0.16249999999999998,0.14473684210526316,0.5102040816326532,0.6666666666666667,0.6944444444444444,0.04761745527503762,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.1566265060240964,0.3888888888888888,0.4883720930232562,0.3693693693693696,0.3267326732673261,0.2679045092838197,0.21387283236994206,0.27184466019417464,0.4912280701754384,0.125,0.14473684210526316,0.2653061224489797,0.6666666666666667,0.8055555555555556,0.08650727303126565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.5783132530120483,0.9102564102564101,0.8837209302325579,0.7297297297297298,0.6930693069306937,0.7015915119363396,0.3410404624277457,0.5339805825242716,0.5847953216374269,0.08750000000000002,0.3223684210526315,0.346938775510204,0.09090909090909094,0.16666666666666666,0.3838488547065708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.22289156626506013,0.4444444444444442,0.5988372093023258,0.4594594594594597,0.45544554455445496,0.3965517241379311,0.2716763005780347,0.6893203883495147,0.26315789473684204,0.125,0.22368421052631585,0.2653061224489797,0.2424242424242425,0.1944444444444444,0.13649891322521318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
