0,1,2,3,4,5,6,7
0.5955056179775282,0.30952380952380953,0.0,0.0,0.18181818181818185,0.26804123711340205,0.393939393939394,0.0
0.1910112359550562,0.27380952380952384,0.0,0.0,0.6022727272727274,0.27835051546391754,0.393939393939394,0.0
0.4157303370786517,0.33333333333333337,0.0,0.0,0.4772727272727273,0.3711340206185568,0.4747474747474748,0.0
0.2808988764044944,0.25,0.0,0.0,0.4659090909090909,0.309278350515464,0.42424242424242425,0.0
0.4494382022471911,0.22619047619047614,0.0,0.0,0.5113636363636365,0.309278350515464,0.42424242424242425,0.0
0.2696629213483146,0.22619047619047614,0.0,0.0,0.3522727272727273,0.16494845360824745,0.31313131313131315,0.0
0.4157303370786517,0.4047619047619048,0.0,0.0,0.4772727272727273,0.3402061855670103,0.4545454545454546,0.0
0.4573331365507836,0.19815177851207247,0.0,0.0,0.6142943154318824,0.5020891665259767,0.5876131239799687,0.0
0.5730337078651686,0.3571428571428572,0.0,0.0,0.6590909090909091,0.288659793814433,0.4141414141414141,0.0
0.4943820224719102,0.3928571428571429,0.0,0.0,0.44318181818181823,0.3608247422680413,0.4040404040404041,0.0
0.7528089887640451,0.27380952380952384,0.0,0.0,0.4090909090909091,0.3608247422680413,0.4646464646464647,0.0
0.6292134831460675,0.4166666666666666,0.0,0.0,0.3863636363636364,0.3505154639175258,0.4646464646464647,0.0
0.3707865168539326,0.34523809523809523,0.0,0.0,0.5909090909090909,0.2989690721649485,0.4141414141414141,0.0
0.4606741573033708,0.3809523809523809,0.0,0.0,0.5795454545454546,0.4226804123711341,0.5151515151515152,0.0
0.044943820224719114,0.1785714285714286,0.0,0.0,0.4659090909090909,0.26804123711340205,0.393939393939394,0.0
0.33707865168539325,0.0,0.0,0.0,0.6363636363636365,0.08247422680412372,0.23232323232323235,0.0
0.4719101123595506,0.2857142857142857,0.0,0.0,0.6363636363636365,0.15463917525773194,0.30303030303030304,0.0
0.7303370786516855,0.3690476190476191,0.0,0.0,0.6704545454545455,0.27835051546391754,0.4040404040404041,0.0
0.3820224719101124,0.4642857142857143,0.0,0.0,0.6590909090909091,0.288659793814433,0.4141414141414141,0.0
0.33707865168539325,0.25,0.0,0.0,0.6704545454545455,0.3917525773195876,0.494949494949495,0.0
0.5617977528089888,0.4166666666666666,0.0,0.0,0.3068181818181819,0.20618556701030927,0.3434343434343435,0.0
0.4044943820224719,0.30952380952380953,0.0,0.0,0.6022727272727274,0.2989690721649485,0.4141414141414141,0.0
0.2696629213483146,0.3214285714285714,0.0,0.0,0.4204545454545455,0.2577319587628867,0.3838383838383839,0.0
0.2808988764044944,0.11904761904761907,0.0,0.0,0.44318181818181823,0.2989690721649485,0.42424242424242425,0.0
0.3707865168539326,0.3690476190476191,0.0,0.0,0.6022727272727274,0.15463917525773194,0.2929292929292929,0.0
0.7303370786516855,0.4642857142857143,0.0,0.0,0.3863636363636364,0.3505154639175258,0.2828282828282829,0.0
0.25842696629213485,0.19047619047619047,0.0,0.0,0.6250000000000001,0.22680412371134026,0.35353535353535354,0.0
0.4943820224719102,0.4761904761904763,0.0,0.0,0.5681818181818182,0.44329896907216493,0.5454545454545455,0.0
0.39325842696629215,0.2142857142857143,0.0,0.0,0.5227272727272728,0.27835051546391754,0.2727272727272728,0.0
0.4719101123595506,0.09523809523809523,0.0,0.0,0.6477272727272727,0.2474226804123712,0.37373737373737376,0.0
0.4494382022471911,0.30952380952380953,0.0,0.0,0.4204545454545455,0.2474226804123712,0.2727272727272728,0.0
0.3820224719101124,0.30952380952380953,0.0,0.0,0.4659090909090909,0.3195876288659795,0.4343434343434344,0.0
0.3146067415730337,0.2023809523809524,0.0,0.0,0.5113636363636365,0.19587628865979384,0.33333333333333337,0.0
0.2921348314606742,0.2857142857142857,0.0,0.0,0.4090909090909091,0.2371134020618557,0.37373737373737376,0.0
0.4831460674157304,0.25,0.0,0.0,0.6022727272727274,0.32989690721649484,0.4444444444444445,0.0
0.3820224719101124,0.3571428571428572,0.0,0.0,0.5909090909090909,0.32989690721649484,0.4444444444444445,0.0
0.5280898876404494,0.15476190476190474,0.0,0.0,0.5795454545454546,0.309278350515464,0.4343434343434344,0.0
0.25842696629213485,0.5,0.0,0.0,0.4204545454545455,0.5154639175257733,0.5959595959595959,0.0
0.2808988764044944,0.25,0.0,0.0,0.4886363636363637,0.2371134020618557,0.3636363636363637,0.0
0.5280898876404494,0.1428571428571429,0.0,0.0,0.6363636363636365,0.17525773195876293,0.2525252525252525,0.0
0.2808988764044944,0.4166666666666666,0.0,0.0,0.4204545454545455,0.4020618556701031,0.5050505050505051,0.0
0.30337078651685395,0.16666666666666669,0.0,0.0,0.8068181818181819,0.2577319587628867,0.393939393939394,0.0
0.39325842696629215,0.25,0.0,0.0,0.3409090909090909,0.3195876288659795,0.4343434343434344,0.0
0.2696629213483146,0.48809523809523797,0.0,0.0,0.7159090909090909,0.3195876288659795,0.4343434343434344,0.0
0.5730337078651686,0.4523809523809525,0.0,0.0,0.4659090909090909,0.3195876288659795,0.4343434343434344,0.0
0.3258426966292135,0.3690476190476191,0.0,0.0,0.4659090909090909,0.20618556701030927,0.3434343434343435,0.0
0.17977528089887646,0.3214285714285714,0.0,0.0,0.6136363636363638,0.2474226804123712,0.37373737373737376,0.0
0.4044943820224719,0.4523809523809525,0.0,0.0,0.4659090909090909,0.3608247422680413,0.4646464646464647,0.0
0.4719101123595506,0.2619047619047619,0.0,0.0,0.6136363636363638,0.3195876288659795,0.4343434343434344,0.0
0.2808988764044944,0.3809523809523809,0.0,0.0,0.5,0.14432989690721654,0.2929292929292929,0.0
0.5617977528089888,0.3928571428571429,0.0,0.0,0.5568181818181819,0.44329896907216493,0.5353535353535355,0.0
0.4382022471910113,0.19047619047619047,0.0,0.0,0.5227272727272728,0.21649484536082475,0.35353535353535354,0.0
0.4494382022471911,0.15476190476190474,0.0,0.0,0.4772727272727273,0.32989690721649484,0.4444444444444445,0.0
0.5955056179775282,0.2619047619047619,0.0,0.0,0.5,0.2371134020618557,0.3636363636363637,0.0
0.5730337078651686,0.4047619047619048,0.0,0.0,0.5227272727272728,0.2989690721649485,0.35353535353535354,0.0
0.5730337078651686,0.3928571428571429,0.0,0.0,0.6022727272727274,0.11340206185567014,0.26262626262626265,0.0
0.34831460674157305,0.08333333333333337,0.0,0.0,0.8295454545454546,0.020618556701030938,0.14141414141414144,0.0
0.6292134831460675,0.2857142857142857,0.0,0.0,0.5568181818181819,0.3505154639175258,0.4646464646464647,0.0
0.4494382022471911,0.3571428571428572,0.0,0.0,0.4772727272727273,0.32989690721649484,0.4444444444444445,0.0
0.4494382022471911,0.4047619047619048,0.0,0.0,0.5113636363636365,0.3711340206185568,0.4747474747474748,0.0
0.4494382022471911,0.3571428571428572,0.0,0.0,0.5909090909090909,0.4742268041237114,0.5656565656565657,0.0
0.4269662921348315,0.33333333333333337,0.0,0.0,0.4886363636363637,0.17525773195876293,0.31313131313131315,0.0
0.4269662921348315,0.3571428571428572,0.0,0.0,0.5454545454545455,0.19587628865979384,0.2929292929292929,0.0
0.5842696629213484,0.2380952380952381,0.0,0.0,0.4659090909090909,0.2577319587628867,0.3838383838383839,0.0
0.4494382022471911,0.2976190476190476,0.0,0.0,0.6250000000000001,0.19587628865979384,0.33333333333333337,0.0
0.5842696629213484,0.33333333333333337,0.0,0.0,0.4204545454545455,0.3402061855670103,0.42424242424242425,0.0
0.25842696629213485,0.2023809523809524,0.0,0.0,0.4886363636363637,0.309278350515464,0.4343434343434344,0.0
0.2471910112359551,0.3214285714285714,0.0,0.0,0.5454545454545455,0.13402061855670105,0.2828282828282829,0.0
0.4606741573033708,0.48809523809523797,0.0,0.0,0.44318181818181823,0.1855670103092784,0.3232323232323233,0.0
0.5505617977528089,0.3214285714285714,0.0,0.0,0.5568181818181819,0.27835051546391754,0.4040404040404041,0.0
0.2921348314606742,0.11904761904761907,0.0,0.0,0.3863636363636364,0.22680412371134026,0.35353535353535354,0.0
0.3258426966292135,0.1428571428571429,0.0,0.0,0.5,0.20618556701030927,0.3434343434343435,0.0
0.2808988764044944,0.2857142857142857,0.0,0.0,0.5340909090909091,0.309278350515464,0.42424242424242425,0.0
0.4606741573033708,0.4166666666666666,0.0,0.0,0.6590909090909091,0.17525773195876293,0.31313131313131315,0.0
0.4606741573033708,0.3214285714285714,0.0,0.0,0.5113636363636365,0.288659793814433,0.4141414141414141,0.0
0.3258426966292135,0.16666666666666669,0.0,0.0,0.5113636363636365,0.0,0.17171717171717174,0.0
